ITEM,CORTE,ACTO PROCESAL,DELITO,ARTICULO,AÑO,CANTIDAD
334,CSJ LIMA NORTE,SENTENCIA FUNDADA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2021,5
335,CSJ LIMA NORTE,SENTENCIA ABSOLUTORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2021,11
336,CSJ LIMA NORTE,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2021,61
337,CSJ LIMA NORTE,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.3.,2021,1
338,CSJ LIMA NORTE,SENTENCIA ABSOLUTORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2021,8
339,CSJ LIMA NORTE,SENTENCIA FUNDADA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,3
340,CSJ LIMA NORTE,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,24
341,CSJ LIMA NORTE,SENTENCIA NULA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,3
342,CSJ LIMA NORTE,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2022,4
343,CSJ LIMA NORTE,SENTENCIA ABSOLUTORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,6
344,CSJ LIMA NORTE,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,78
345,"CSJ LIMA SUR - Villa MariaTriunfo",SENTENCIA CONFIRMADA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,5
346,"CSJ LIMA SUR - Villa MariaTriunfo",SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,2
347,"CSJ LIMA SUR - Villa MariaTriunfo",SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2020,12
348,"CSJ LIMA SUR - Villa MariaTriunfo",SENTENCIA CONFIRMADA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2020,4
349,"CSJ LIMA SUR - Villa MariaTriunfo",SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.3.,2020,12
350,"CSJ LIMA SUR - Villa MariaTriunfo",SENTENCIA ABSOLUTORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,24
351,"CSJ LIMA SUR - Villa MariaTriunfo",SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,12
352,"CSJ LIMA SUR - Villa MariaTriunfo",SENTENCIA NULA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,4
353,"CSJ LIMA SUR - Villa MariaTriunfo",SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2021,7
354,"CSJ LIMA SUR - Villa MariaTriunfo",SENTENCIA NULA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2021,3
355,"CSJ LIMA SUR - Villa MariaTriunfo",SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2021,2
356,"CSJ LIMA SUR - Villa MariaTriunfo",SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2021,2
357,"CSJ LIMA SUR - Villa MariaTriunfo",SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,27
358,"CSJ LIMA SUR - Villa MariaTriunfo",SENTENCIA CONFIRMADA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,1
359,"CSJ LIMA SUR - Villa MariaTriunfo",SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.3.,2022,1
360,"CSJ LIMA SUR - Villa MariaTriunfo",SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,7
ITEM,CORTE,ACTO PROCESAL,DELITO,ARTICULO,AÑO,CANTIDAD
361,"CSJ LIMA SUR - Villa MariaTriunfo",SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2022,6
362,CSJ LORETO,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,24
363,CSJ LORETO,SENTENCIA NULA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,3
364,CSJ LORETO,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,6
365,CSJ LORETO,SENTENCIA ABSOLUTORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,7
366,CSJ LORETO,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2021,3
367,CSJ LORETO,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2021,4
368,CSJ LORETO,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,5
369,CSJ LORETO,SENTENCIA FUNDADA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,6
370,CSJ LORETO,SENTENCIA INFUNDADA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,3
371,CSJ LORETO,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,12
372,CSJ LORETO - DATEM,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,2
373,CSJ LORETO - DATEM,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,1
374,CSJ LORETO - REQUENA,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,2
375,CSJ MADRE DE DIOS,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,1
376,CSJ MADRE DE DIOS,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,3
377,CSJ MADRE DE DIOS,SENTENCIA ABSOLUTORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2021,14
378,CSJ MADRE DE DIOS,SENTENCIA NULA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2021,1
379,CSJ MADRE DE DIOS,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2021,21
380,CSJ MADRE DE DIOS,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2021,3
381,CSJ MADRE DE DIOS,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,6
382,CSJ MADRE DE DIOS,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.3.,2022,1
383,CSJ MADRE DE DIOS,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,5
384,CSJ MOQUEGUA,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.3.,2022,2
385,CSJ PASCO,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,4
386,CSJ PASCO,SENTENCIA NULA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.3.,2020,18
387,CSJ PASCO,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,40
388,CSJ PASCO,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.3.,2021,3
389,CSJ PASCO,SENTENCIA ABSOLUTORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.3.,2022,12
390,CSJ PASCO,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,6
ITEM,CORTE,ACTO PROCESAL,DELITO,ARTICULO,AÑO,CANTIDAD
391,CSJ PASCO,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,4
392,CSJ PASCO,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.3.,2022,3
393,CSJ PIURA,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,28
394,CSJ PIURA,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.3.,2020,4
395,CSJ PIURA,SENTENCIA ABSOLUTORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.3.,2020,2
396,CSJ PIURA,SENTENCIA ABSOLUTORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,24
397,CSJ PIURA,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,43
398,CSJ PIURA,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.3.,2021,1
399,CSJ PIURA,SENTENCIA ABSOLUTORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2021,103
400,CSJ PIURA,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2021,32
401,CSJ PIURA,SENTENCIA CONFIRMADA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2021,10
402,CSJ PIURA,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2021,4
403,CSJ PIURA,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2021,51
404,CSJ PIURA,SENTENCIA ABSOLUTORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.3.,2021,20
405,CSJ PIURA,SENTENCIA ABSOLUTORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,80
406,CSJ PIURA,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,64
407,CSJ PIURA,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2022,6
408,CSJ PIURA,SENTENCIA NULA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,2
409,CSJ PIURA,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2022,2
410,CSJ PIURA,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,33
411,CSJ PUNO,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,1
412,CSJ PUNO,SENTENCIA ABSOLUTORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,3
413,CSJ PUNO,SENTENCIA FUNDADA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,12
414,CSJ PUNO,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2021,1
415,CSJ PUNO,SENTENCIA FUNDADA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,10
416,CSJ PUNO,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,2
417,CSJ SAN MARTIN,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,1
418,CSJ SAN MARTIN,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2021,13
419,CSJ SAN MARTIN,SENTENCIA ABSOLUTORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2021,13
420,CSJ SAN MARTIN,SENTENCIA IMPROCENTE,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2021,2
ITEM,CORTE,ACTO PROCESAL,DELITO,ARTICULO,AÑO,CANTIDAD
421,CSJ SAN MARTIN,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2021,28
422,CSJ SAN MARTIN,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.3.,2021,2
423,CSJ SAN MARTIN,SENTENCIA ABSOLUTORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.3.,2021,21
424,CSJ SAN MARTIN,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2022,10
425,CSJ SAN MARTIN,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,30
426,CSJ SAN MARTIN,SENTENCIA ABSOLUTORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.3.,2022,20
427,CSJ SAN MARTIN,SENTENCIA CONFIRMADA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,6
428,CSJ SAN MARTIN,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,5
429,CSJ SAN MARTIN,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.3.,2022,1
430,CSJ SAN MARTIN - RIOJA,SENTENCIA ABSOLUTORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.3.,2020,18
431,CSJ SAN MARTIN - RIOJA,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.3.,2020,1
432,CSJ SAN MARTIN - TARAPOTO,SENTENCIA ABSOLUTORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,24
433,CSJ SAN MARTIN - TARAPOTO,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,36
434,CSJ SAN MARTIN - TARAPOTO,SENTENCIA CONFIRMADA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,3
435,CSJ SAN MARTIN - TARAPOTO,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,2
436,CSJ SELVA CENTRAL,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,1
437,CSJ SELVA CENTRAL,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,28
438,CSJ SELVA CENTRAL,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2022,1
439,CSJ SELVA CENTRAL,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,8
440,CSJ SELVA CENTRAL,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,2
441,CSJ SULLANA,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2020,10
442,CSJ SULLANA,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.3.,2020,1
443,CSJ SULLANA,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,3
444,CSJ SULLANA,SENTENCIA ABSOLUTORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,36
445,CSJ SULLANA,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2021,24
446,CSJ SULLANA,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2021,4
447,CSJ SULLANA,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2021,6
448,CSJ SULLANA,SENTENCIA ABSOLUTORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2021,56
449,CSJ SULLANA,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,20
450,CSJ SULLANA,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,7
ITEM,CORTE,ACTO PROCESAL,DELITO,ARTICULO,AÑO,CANTIDAD
451,CSJ SULLANA,SENTENCIA ABSOLUTORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,10
452,CSJ SULLANA - AYABACA,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,3
453,CSJ SULLANA - AYABACA,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,1
454,CSJ SULLANA - AYABACA,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2020,1
455,CSJ TACNA,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,2
456,CSJ TACNA,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2021,2
457,CSJ TACNA,SENTENCIA ABSOLUTORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2021,8
458,CSJ TACNA,SENTENCIA NULA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,4
459,CSJ TACNA,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,2
460,CSJ TACNA,SENTENCIA ABSOLUTORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,11
461,CSJ TACNA,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,8
462,CSJ TUMBES,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.3.,2020,1
463,CSJ TUMBES,SENTENCIA ABSOLUTORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,56
464,CSJ TUMBES,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,4
465,CSJ TUMBES,SENTENCIA NULA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,2
466,CSJ TUMBES,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2021,6
467,CSJ TUMBES,SENTENCIA ABSOLUTORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2021,46
468,CSJ TUMBES,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2021,6
469,CSJ TUMBES,SENTENCIA NULA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2021,6
470,CSJ TUMBES,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,9
471,CSJ TUMBES,SENTENCIA ABSOLUTORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,28
472,CSJ TUMBES,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,5
473,CSJ UCAYALI,SENTENCIA ABSOLUTORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.3.,2020,21
474,CSJ UCAYALI,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,5
475,CSJ UCAYALI,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.3.,2020,1
476,CSJ UCAYALI,SENTENCIA CONFIRMADA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.3.,2020,3
477,CSJ UCAYALI,SENTENCIA ABSOLUTORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,31
478,CSJ UCAYALI,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2020,4
479,CSJ UCAYALI,SENTENCIA FUNDADA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.3.,2021,12
480,CSJ UCAYALI,SENTENCIA ABSOLUTORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2021,8
ITEM,CORTE,ACTO PROCESAL,DELITO,ARTICULO,AÑO,CANTIDAD
481,CSJ UCAYALI,SENTENCIA ABSOLUTORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.3.,2021,12
482,CSJ UCAYALI,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2021,12
483,CSJ UCAYALI,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2021,5
484,CSJ UCAYALI,SENTENCIA CONFIRMADA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,1
485,CSJ UCAYALI,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.2.,2022,1
486,CSJ UCAYALI,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,6
487,CSJ UCAYALI,SENTENCIA ABSOLUTORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.1.,2022,4
488,CSJ UCAYALI,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión. - Art. 200.3.,2022,1
489,CSJ VENTANILLA,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión - Art. 200.1,2020,2
490,CSJ VENTANILLA,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión - Art. 200.9.1,2020,1
491,CSJ VENTANILLA,SENTENCIA ABSOLUTORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión - Art. 200.1,2020,3
492,CSJ VENTANILLA,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión - Art. 200.1,2020,2
493,CSJ VENTANILLA,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión - Art. 200.9.1,2021,1
494,CSJ VENTANILLA,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión - Art. 200.1,2021,12
495,CSJ VENTANILLA,SENTENCIA FUNDADA,DELITOS CONTRA EL PATRIMONIO,Extorsión - Art. 200.1,2021,5
496,CSJ VENTANILLA,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión - Art. 200.1,2021,1
497,CSJ VENTANILLA,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión - Art. 200.2,2022,1
498,CSJ VENTANILLA,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión - Art. 200.1,2022,20
499,CSJ VENTANILLA,SENTENCIA FUNDADA,DELITOS CONTRA EL PATRIMONIO,Extorsión - Art. 200.1,2022,5
500,CSJ VENTANILLA,SENTENCIA,DELITOS CONTRA EL PATRIMONIO,Extorsión - Art. 200.1,2022,6
501,CSJ VENTANILLA,SENTENCIA CONDENATORIA,DELITOS CONTRA EL PATRIMONIO,Extorsión - Art. 200.9.1,2022,4
